-- Logs begin at Sun 2021-06-13 16:29:34 UTC, end at Sun 2021-06-13 17:22:40 UTC. --
Jun 13 17:05:14 polkadex-node-96 systemd[1]: Started Polkadex Thea Node.
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: Substrate Node
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: ✌️  version 3.0.0-unknown-x86_64-linux-gnu
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: ❤️  by mambisi <lilbizi96@gmail.com>, 2017-2021
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: 📋 Chain specification: Local Testnet
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: 🏷 Node name: polkadex-node-96
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: 👤 Role: AUTHORITY
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: 💾 Database: RocksDb at /home/ubuntu/.local/share/polkadex-stencil/chains/local_testnet/db
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: ⛓  Native runtime: node-265 (substrate-node-1.tx2.au10)
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.273  INFO main sc_service::client::client: 🔨 Initializing Genesis block/state (state: 0x3e85…b40c, header-hash: 0x280a…8b0d)
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.279  INFO main afg: 👴 Loading GRANDPA authority set from genesis on what appears to be first startup.
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.495  INFO main sc_consensus_slots: ⏱  Loaded block-time = 6s from genesis on first-launch
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.495  INFO main babe: 👶 Creating empty BABE epoch changes on what appears to be first startup.
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.495  WARN main sc_service::config: Using default protocol ID "sup" because none is configured in the chain specs
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.496  INFO main sub-libp2p: 🏷 Local node identity is: 12D3KooWRseqggZwEjm5WkyNpFED7Y4Ebgyx3nitCNNMyFtMxE5Y
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.502  INFO main sc_service::builder: 📦 Highest known block at #0
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.502  INFO tokio-runtime-worker substrate_prometheus_endpoint::known_os: 〽️ Prometheus server started at 127.0.0.1:9615
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.503  INFO                 main parity_ws: Listening for new connections on 127.0.0.1:9944.
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.503  INFO                 main babe: 👶 Starting BABE Authorship worker
Jun 13 17:05:16 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:16.507 DEBUG tokio-runtime-worker thea: 🥩 Registered metrics
Jun 13 17:05:17 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:17.008  INFO tokio-runtime-worker sub-libp2p: 🔍 Discovered new external address for our node: /ip4/13.233.142.92/tcp/30333/p2p/12D3KooWRseqggZwEjm5WkyNpFED7Y4Ebgyx3nitCNNMyFtMxE5Y
Jun 13 17:05:17 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:17.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:19 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:19.062  INFO tokio-runtime-worker sub-libp2p: 🔍 Discovered new external address for our node: /ip4/172.31.34.247/tcp/30333/p2p/12D3KooWRseqggZwEjm5WkyNpFED7Y4Ebgyx3nitCNNMyFtMxE5Y
Jun 13 17:05:21 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:21.504  INFO tokio-runtime-worker substrate: 💤 Idle (34 peers), best: #0 (0x280a…8b0d), finalized #0 (0x280a…8b0d), ⬇ 1.5MiB/s ⬆ 524.7kiB/s
Jun 13 17:05:24 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:23.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:26 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:26.504  INFO tokio-runtime-worker substrate: 💤 Idle (34 peers), best: #0 (0x280a…8b0d), finalized #0 (0x280a…8b0d), ⬇ 1.4MiB/s ⬆ 492.3kiB/s
Jun 13 17:05:29 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:29.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:31 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:31.516  INFO tokio-runtime-worker substrate: 💤 Idle (34 peers), best: #0 (0x280a…8b0d), finalized #0 (0x280a…8b0d), ⬇ 1.2MiB/s ⬆ 366.2kiB/s
Jun 13 17:05:35 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:35.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:36.504  INFO tokio-runtime-worker substrate: 💤 Idle (34 peers), best: #0 (0x280a…8b0d), finalized #0 (0x280a…8b0d), ⬇ 225.9kiB/s ⬆ 239.8kiB/s
Jun 13 17:05:36 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:36.516  WARN tokio-runtime-worker telemetry: ❌ Error while dialing /dns/telemetry.polkadot.io/tcp/443/x-parity-wss/%2Fsubmit%2F: Custom { kind: Other, error: Timeout }
Jun 13 17:05:41 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:41.504  INFO tokio-runtime-worker substrate: 💤 Idle (34 peers), best: #0 (0x280a…8b0d), finalized #0 (0x280a…8b0d), ⬇ 10.2kiB/s ⬆ 160.1kiB/s
